�,date,city,home_team,away_team,home_ft,away_ft,tournament
"1918-06-02,""Vienna, Austria"",Austria,Hungary,0,2,Friendly"
"1918-06-02,""Copenhagen, Denmark"",Denmark,Sweden,3,0,Friendly"
"1918-06-16,""Kristiania, Norway"",Norway,Denmark,3,1,Friendly"
"1918-07-18,""Montevideo, Uruguay"",Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo"
"1918-07-28,""Montevideo, Uruguay"",Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo"
"1918-08-15,""Buenos Aires, Argentina"",Argentina,Uruguay,0,0,Copa Premio Honor Argentino"
"1918-08-25,""Buenos Aires, Argentina"",Argentina,Uruguay,2,1,Copa Premio Honor Argentino"
"1918-09-15,""Kristiania, Norway"",Norway,Sweden,2,1,Friendly"
"1918-09-20,""Montevideo, Uruguay"",Uruguay,Argentina,1,1,Copa Lipton"
"1918-09-29,""Buenos Aires, Argentina"",Argentina,Uruguay,2,0,Copa Newton"
"1918-10-20,""Gothenburg, Sweden"",Sweden,Denmark,1,2,Friendly"
"1919-03-09,""Brussels, Belgium"",Belgium,France,2,2,Friendly"
"1919-04-06,""Budapest, Hungary"",Hungary,Austria,2,1,Friendly"
"1919-05-11,""Rio de Janeiro, Brazil"",Brazil,Chile,6,0,Copa América"
"1919-05-11,""Asunción, Paraguay"",Paraguay,Argentina,1,5,Friendly"
"1919-05-15,""Asunción, Paraguay"",Paraguay,Argentina,0,3,Friendly"
"1919-05-18,""Rio de Janeiro, Brazil"",Brazil,Argentina,3,1,Copa América"
"1919-05-21,""Asunción, Paraguay"",Paraguay,Argentina,1,2,Friendly"
"1919-05-22,""Rio de Janeiro, Brazil"",Argentina,Chile,4,1,Copa América"
"1919-05-24,""Asunción, Paraguay"",Paraguay,Argentina,1,2,Friendly"
"1919-05-29,""Rio de Janeiro, Brazil"",Brazil,Uruguay,1,0,Copa América"
"1919-05-29,""Stockholm, Sweden"",Sweden,Finland,1,0,Friendly"
"1919-06-01,""Rio de Janeiro, Brazil"",Brazil,Argentina,3,3,Friendly"
"1919-06-05,""Copenhagen, Denmark"",Denmark,Sweden,3,0,Friendly"
"1919-06-09,""Amsterdam, Netherlands"",Netherlands,Sweden,3,1,Friendly"
"1919-06-12,""Copenhagen, Denmark"",Denmark,Norway,5,1,Friendly"
"1919-06-29,""Kristiania, Norway"",Norway,Sweden,4,3,Friendly"
"1919-07-18,""Montevideo, Uruguay"",Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo"
"1919-08-24,""Stockholm, Sweden"",Sweden,Netherlands,4,1,Friendly"
"1919-08-24,""Montevideo, Uruguay"",Uruguay,Argentina,2,1,Copa Newton"
"1919-08-31,""Oslo, Norway"",Norway,Netherlands,1,1,Friendly"
"1919-09-07,""Buenos Aires, Argentina"",Argentina,Uruguay,1,2,Copa Lipton"
"1919-09-14,""Gothenburg, Sweden"",Sweden,Norway,1,5,Friendly"
"1919-09-21,""Kristiania, Norway"",Norway,Denmark,3,2,Friendly"
"1919-09-28,""Helsinki, Finland"",Finland,Sweden,3,3,Friendly"
"1919-10-05,""Vienna, Austria"",Austria,Hungary,2,0,Friendly"
"1919-10-12,""Stockholm, Sweden"",Sweden,Denmark,3,0,Friendly"
"1919-10-19,""Buenos Aires, Argentina"",Argentina,Uruguay,6,1,Copa Premio Honor Argentino"
"1919-11-09,""Budapest, Hungary"",Hungary,Austria,3,2,Friendly"
"1919-12-07,""Montevideo, Uruguay"",Uruguay,Argentina,4,2,Friendly"
"1920-01-18,""Milan, Italy"",Italy,France,9,4,Friendly"
"1920-02-26,""Cardiff, Wales"",Wales,Scotland,1,1,British Championship"
"1920-02-29,""Geneva, Switzerland"",Switzerland,France,0,2,Friendly"
"1920-03-15,""London, England"",England,Wales,1,2,British Championship"
"1920-03-28,""Berne, Switzerland"",Switzerland,Italy,3,0,Friendly"
"1920-03-28,""Paris, France"",France,Belgium,2,1,Friendly"
"1920-04-05,""Amsterdam, Netherlands"",Netherlands,Denmark,2,0,Friendly"
"1920-04-10,""Sheffield, England"",England,Scotland,5,4,British Championship"
"1920-05-02,""Vienna, Austria"",Austria,Hungary,2,2,Friendly"
"1920-05-13,""Genoa, Italy"",Italy,Netherlands,1,1,Friendly"
"1920-05-16,""Basel, Switzerland"",Switzerland,Netherlands,2,1,Friendly"
"1920-05-30,""Stockholm, Sweden"",Sweden,Finland,4,0,Friendly"
"1920-06-06,""Stockholm, Sweden"",Sweden,Switzerland,0,1,Friendly"
"1920-06-13,""Kristiania, Norway"",Norway,Denmark,1,1,Friendly"
"1920-06-27,""Kristiania, Norway"",Norway,Sweden,0,3,Friendly"
"1920-06-27,""Zürich, Switzerland"",Switzerland,Germany,4,1,Friendly"
"1920-07-18,""Montevideo, Uruguay"",Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo"
"1920-07-25,""Buenos Aires, Argentina"",Argentina,Uruguay,1,3,Copa Newton"
"1920-08-08,""Buenos Aires, Argentina"",Argentina,Uruguay,1,0,Copa Premio Honor Argentino"
"1920-09-11,""Viña del Mar, Chile"",Chile,Brazil,0,1,Copa América"
"1920-09-12,""Viña del Mar, Chile"",Uruguay,Argentina,1,1,Copa América"
"1920-09-19,""Helsinki, Finland"",Finland,Sweden,1,0,Friendly"
"1920-09-25,""Viña del Mar, Chile"",Argentina,Brazil,2,0,Copa América"
"1920-09-26,""Vienna, Austria"",Austria,Germany,3,2,Friendly"
"1920-09-26,""Stockholm, Sweden"",Sweden,Norway,0,0,Friendly"
"1920-10-03,""Viña del Mar, Chile"",Chile,Uruguay,1,2,Copa América"
"1920-10-10,""Stockholm, Sweden"",Sweden,Denmark,0,2,Friendly"
"1920-10-17,""Helsinki, Finland"",Finland,Estonia,6,0,Friendly"
"1920-10-24,""Berlin, Germany"",Germany,Hungary,1,0,Friendly"
"1920-11-07,""Budapest, Hungary"",Hungary,Austria,1,2,Friendly"
"1921-02-12,""Aberdeen, Scotland"",Scotland,Wales,2,1,British Championship"
"1921-02-20,""Marseilles, France"",France,Italy,1,2,Friendly"
"1921-03-06,""Milan, Italy"",Italy,Switzerland,2,1,Friendly"
"1921-03-06,""Forest, Belgium"",Belgium,France,3,1,Friendly"
"1921-03-14,""Cardiff, Wales"",Wales,England,0,0,British Championship"
"1921-03-26,""Vienna, Austria"",Austria,Sweden,2,2,Friendly"
"1921-04-07,""Asunción, Paraguay"",Paraguay,Argentina,3,1,Friendly"
"1921-04-09,""Glasgow, Scotland"",Scotland,England,3,0,British Championship"
"1921-04-14,""Asunción, Paraguay"",Paraguay,Argentina,2,2,Friendly"
"1921-04-24,""Vienna, Austria"",Austria,Hungary,4,1,Friendly"
"1921-05-01,""Sankt Gallen, Switzerland"",Switzerland,Austria,2,2,Friendly"
"1921-05-05,""Dresden, Germany"",Germany,Austria,3,3,Friendly"
"1921-05-05,""Antwerp, Belgium"",Belgium,Italy,2,3,Friendly"
"1921-05-08,""Amsterdam, Netherlands"",Netherlands,Italy,2,2,Friendly"
"1921-05-15,""Antwerp, Belgium"",Belgium,Netherlands,1,1,Friendly"
"1921-05-21,""Brussels, Belgium"",Belgium,England,0,2,Friendly"
"1921-05-25,""Kristiania, Norway"",Norway,Finland,3,2,Friendly"
"1921-05-29,""Stockholm, Sweden"",Sweden,Finland,0,3,Friendly"
"1921-06-05,""Budapest, Hungary"",Hungary,Germany,3,0,Friendly"
"1921-06-12,""Copenhagen, Denmark"",Denmark,Netherlands,1,1,Friendly"
"1921-06-19,""Kristiania, Norway"",Norway,Sweden,3,1,Friendly"
"1921-07-22,""Tallinn, Estonia"",Estonia,Sweden,0,0,Friendly"
"1921-07-24,""Stockholm, Sweden"",Sweden,Austria,1,3,Friendly"
"1921-07-31,""Helsinki, Finland"",Finland,Austria,2,3,Friendly"
"1921-08-28,""Tallinn, Estonia"",Estonia,Finland,0,3,Friendly"
"1921-09-14,""Guatemala, Guatemala"",Costa Rica,El Salvador,7,0,Friendly"
"1921-09-18,""Stockholm, Sweden"",Sweden,Norway,0,3,Friendly"
"1921-09-18,""Helsinki, Finland"",Finland,Germany,3,3,Friendly"
"1921-09-18,""Guatemala, Guatemala"",Guatemala,Costa Rica,0,6,Friendly"
"1921-09-25,""Viña del Mar, Chile"",Chile,Argentina,1,4,Friendly"
"1921-10-02,""Buenos Aires, Argentina"",Argentina,Brazil,1,0,Copa América"
"1921-10-02,""Copenhagen, Denmark"",Denmark,Norway,3,1,Friendly"
"1921-10-02,""Santiago, Chile"",Chile,Argentina,1,1,Friendly"
"1921-10-09,""Buenos Aires, Argentina"",Paraguay,Uruguay,2,1,Copa América"
"1921-10-09,""Stockholm, Sweden"",Sweden,Denmark,0,0,Friendly"
"1921-10-12,""Buenos Aires, Argentina"",Brazil,Paraguay,3,0,Copa América"
"1921-10-16,""Buenos Aires, Argentina"",Argentina,Paraguay,3,0,Copa América"
"1921-10-30,""Buenos Aires, Argentina"",Argentina,Uruguay,1,0,Copa América"
"1921-11-02,""Montevideo, Uruguay"",Uruguay,Paraguay,4,2,Friendly"
"1921-11-06,""Budapest, Hungary"",Hungary,Sweden,4,2,Friendly"
"1921-11-06,""Geneva, Switzerland"",Switzerland,Italy,1,1,Friendly"
"1921-11-13,""Vincennes, France"",France,Netherlands,0,5,Friendly"
"1921-12-18,""Madrid, Spain"",Spain,Portugal,3,1,Friendly"
"1921-12-18,""Budapest, Hungary"",Hungary,Poland,1,0,Friendly"
"1922-01-15,""Milan, Italy"",Italy,Austria,3,3,Friendly"
"1922-01-15,""Colombes, France"",France,Belgium,2,1,Friendly"
"1922-02-04,""Wrexham, Wales"",Wales,Scotland,2,1,British Championship"
"1922-03-13,""Liverpool, England"",England,Wales,1,0,British Championship"
"1922-03-26,""Frankfurt am Main, Germany"",Germany,Switzerland,2,2,Friendly"
"1922-03-26,""Antwerp, Belgium"",Belgium,Netherlands,4,0,Friendly"
"1922-04-08,""Birmingham, England"",England,Scotland,0,1,British Championship"
"1922-04-15,""Liège, Belgium"",Belgium,Denmark,0,0,Friendly"
"1922-04-17,""Amsterdam, Netherlands"",Netherlands,Denmark,2,0,Friendly"
"1922-04-23,""Vienna, Austria"",Austria,Germany,0,2,Friendly"
"1922-04-30,""Budapest, Hungary"",Hungary,Austria,1,1,Friendly"
"1922-04-30,""Le Bouscat, France"",France,Spain,0,4,Friendly"
"1922-05-07,""Amsterdam, Netherlands"",Netherlands,Belgium,1,2,Friendly"
"1922-05-14,""Cracow, Poland"",Poland,Hungary,0,3,Friendly"
"1922-05-21,""Milan, Italy"",Italy,Belgium,4,2,Friendly"
"1922-05-28,""Stockholm, Sweden"",Sweden,Poland,1,2,Friendly"
"1922-06-05,""Helsinki, Finland"",Finland,Sweden,1,4,Friendly"
"1922-06-08,""Belgrade, Yugoslavia"",Yugoslavia,Romania,1,2,Friendly"
"1922-06-11,""Vienna, Austria"",Austria,Switzerland,7,1,Friendly"
"1922-06-11,""Kristiania, Norway"",Norway,France,7,0,Friendly"
"1922-06-15,""Budapest, Hungary"",Hungary,Switzerland,1,1,Friendly"
"1922-06-17,""Dunedin, New Zealand"",New Zealand,Australia,3,1,Friendly"
"1922-06-24,""Wellington, New Zealand"",New Zealand,Australia,1,1,Friendly"
"1922-07-02,""Bochum, Germany"",Germany,Hungary,0,0,Friendly"
"1922-07-08,""Auckland, New Zealand"",New Zealand,Australia,3,1,Friendly"
"1922-07-09,""Stockholm, Sweden"",Sweden,Hungary,1,1,Friendly"
"1922-07-13,""Helsinki, Finland"",Finland,Hungary,1,5,Friendly"
"1922-08-11,""Helsinki, Finland"",Finland,Estonia,10,2,Friendly"
"1922-08-23,""Stockholm, Sweden"",Sweden,Norway,0,0,Friendly"
"1922-08-26,""Helsinki, Finland"",Finland,Norway,1,3,Friendly"
"1922-09-03,""Cernăuţi, Romania"",Romania,Poland,1,1,Friendly"
"1922-09-10,""Fredrikstad, Norway"",Norway,Denmark,3,3,Friendly"
"1922-09-17,""Rio de Janeiro, Brazil"",Brazil,Chile,1,1,Copa América"
"1922-09-24,""Riga, Latvia"",Latvia,Estonia,1,1,Friendly"
"1922-09-24,""Rio de Janeiro, Brazil"",Brazil,Paraguay,1,1,Copa América"
"1922-09-24,""Vienna, Austria"",Austria,Hungary,2,2,Friendly"
"1922-09-24,""Kristiania, Norway"",Norway,Sweden,0,5,Friendly"
"1922-09-28,""Rio de Janeiro, Brazil"",Argentina,Chile,4,0,Copa América"
"1922-10-01,""Rio de Janeiro, Brazil"",Brazil,Uruguay,0,0,Copa América"
"1922-10-01,""Copenhagen, Denmark"",Denmark,Sweden,1,2,Friendly"
"1922-10-01,""Zagreb, Yugoslavia"",Yugoslavia,Poland,1,3,Friendly"
"1922-10-12,""Rio de Janeiro, Brazil"",Paraguay,Uruguay,1,0,Copa América"
"1922-10-15,""Rio de Janeiro, Brazil"",Brazil,Argentina,2,0,Copa América"
"1922-10-18,""Rio de Janeiro, Brazil"",Argentina,Paraguay,2,0,Copa América"
"1922-10-22,""Rio de Janeiro, Brazil"",Brazil,Paraguay,3,0,Copa América"
"1922-10-22,""São Paulo, Brazil"",Brazil,Argentina,2,1,Copa Roca"
"1922-10-22,""Buenos Aires, Argentina"",Argentina,Chile,1,0,Friendly"
"1922-10-29,""São Paulo, Brazil"",Brazil,Paraguay,3,1,Friendly"
"1922-11-12,""Montevideo, Uruguay"",Uruguay,Argentina,1,0,Copa Lipton"
"1922-11-19,""Berne, Switzerland"",Switzerland,Netherlands,5,0,Friendly"
"1922-11-26,""Budapest, Hungary"",Hungary,Austria,1,2,Friendly"
"1922-12-03,""Bologna, Italy"",Italy,Switzerland,2,2,Friendly"
"1922-12-10,""Montevideo, Uruguay"",Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo"
"1922-12-17,""Lisbon, Portugal"",Portugal,Spain,1,2,Friendly"
"1922-12-17,""Buenos Aires, Argentina"",Argentina,Uruguay,2,2,Copa Newton"
"1923-01-01,""Milan, Italy"",Italy,Germany,3,1,Friendly"
"1923-01-01,""Guatemala, Guatemala"",Guatemala,Mexico,2,3,Friendly"
"1923-01-04,""Guatemala, Guatemala"",Guatemala,Mexico,3,1,Friendly"
"1923-01-07,""Guatemala, Guatemala"",Guatemala,Mexico,1,4,Friendly"
"1923-01-28,""San Sebastián, Spain"",Spain,France,3,0,Friendly"
"1923-02-04,""Antwerp, Belgium"",Belgium,Spain,1,0,Friendly"
"1923-02-25,""Forest, Belgium"",Belgium,France,4,1,Friendly"
"1923-03-04,""Genoa, Italy"",Italy,Hungary,0,0,Friendly"
"1923-03-05,""Cardiff, Wales"",Wales,England,2,2,British Championship"
"1923-03-11,""Lausanne, Switzerland"",Switzerland,Hungary,1,6,Friendly"
"1923-03-17,""Paisley, Scotland"",Scotland,Wales,2,0,British Championship"
"1923-03-19,""London, England"",England,Belgium,6,1,Friendly"
"1923-04-02,""Amsterdam, Netherlands"",Netherlands,France,8,1,Friendly"
"1923-04-14,""Glasgow, Scotland"",Scotland,England,2,2,British Championship"
"1923-04-15,""Vienna, Austria"",Austria,Italy,0,0,Friendly"
"1923-04-22,""Vincennes, France"",France,Switzerland,2,2,Friendly"
"1923-04-29,""Amsterdam, Netherlands"",Netherlands,Belgium,1,1,Friendly"
"1923-05-06,""Vienna, Austria"",Austria,Hungary,1,0,Friendly"
"1923-05-10,""Hamburg, Germany"",Germany,Netherlands,0,0,Friendly"
"1923-05-10,""Vincennes, France"",France,England,1,4,Friendly"
"1923-05-20,""Buenos Aires, Argentina"",Argentina,Paraguay,0,2,Copa Chevallier Boutell"
"1923-05-21,""Stockholm, Sweden"",Sweden,England,2,4,Friendly"
"1923-05-25,""Buenos Aires, Argentina"",Argentina,Paraguay,1,0,Copa Chevallier Boutell"
"1923-06-03,""Basel, Switzerland"",Switzerland,Germany,1,2,Friendly"
"1923-06-03,""Cracow, Poland"",Poland,Yugoslavia,1,2,Friendly"
"1923-06-09,""Brisbane, Australia"",Australia,New Zealand,2,1,Friendly"
"1923-06-10,""Gothenburg, Sweden"",Sweden,Austria,4,2,Friendly"
"1923-06-10,""Bucharest, Romania"",Romania,Yugoslavia,1,2,Friendly"
"1923-06-16,""Sydney, Australia"",Australia,New Zealand,2,3,Friendly"
"1923-06-17,""Copenhagen, Denmark"",Denmark,Switzerland,3,2,Friendly"
"1923-06-17,""Kristiania, Norway"",Norway,Finland,3,0,Friendly"
"1923-06-20,""Gävle, Sweden"",Sweden,Finland,5,4,Friendly"
"1923-06-21,""Kristiania, Norway"",Norway,Switzerland,2,2,Friendly"
"1923-06-24,""Buenos Aires, Argentina"",Argentina,Uruguay,0,0,Copa Lipton"
"1923-06-24,""Kaunas, Lithuania"",Lithuania,Estonia,0,5,Friendly"
"1923-06-29,""Stockholm, Sweden"",Sweden,Germany,2,1,Friendly"
"1923-06-30,""Newcastle, Australia"",Australia,New Zealand,1,4,Friendly"
"1923-07-15,""Buenos Aires, Argentina"",Argentina,Uruguay,2,2,Friendly"
"1923-07-22,""Montevideo, Uruguay"",Uruguay,Argentina,2,2,Copa Premio Honor Uruguayo"
"1923-07-24,""Tallinn, Estonia"",Estonia,Latvia,1,1,Friendly"
"1923-08-12,""Dresden, Germany"",Germany,Finland,1,2,Friendly"
"1923-08-15,""Vienna, Austria"",Austria,Finland,2,1,Friendly"
"1923-08-19,""Budapest, Hungary"",Hungary,Finland,3,1,Friendly"
"1923-09-02,""Lwów, Poland"",Poland,Romania,1,1,Friendly"
"1923-09-16,""Kristiania, Norway"",Norway,Sweden,2,3,Friendly"
"1923-09-23,""Budapest, Hungary"",Hungary,Austria,2,0,Friendly"
"1923-09-23,""Helsinki, Finland"",Finland,Poland,5,3,Friendly"
"1923-09-25,""Tallinn, Estonia"",Estonia,Poland,1,4,Friendly"
"1923-09-30,""Copenhagen, Denmark"",Denmark,Norway,2,1,Friendly"
"1923-09-30,""Montevideo, Uruguay"",Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo"
"1923-09-30,""Tallinn, Estonia"",Estonia,Finland,2,1,Friendly"
"1923-10-14,""Stockholm, Sweden"",Sweden,Denmark,1,3,Friendly"
"1923-10-26,""Istanbul, Turkey"",Turkey,Romania,2,2,Friendly"
"1923-10-28,""Budapest, Hungary"",Hungary,Sweden,2,1,Friendly"
"1923-10-28,""Paris, France"",France,Norway,0,2,Friendly"
"1923-10-29,""Montevideo, Uruguay"",Argentina,Paraguay,4,3,Copa América"
"1923-11-01,""Cracow, Poland"",Poland,Sweden,2,2,Friendly"
"1923-11-01,""Antwerp, Belgium"",Belgium,England,2,2,Friendly"
"1923-11-04,""Montevideo, Uruguay"",Uruguay,Paraguay,2,0,Copa América"
"1923-11-04,""Hamburg, Germany"",Germany,Norway,1,0,Friendly"
"1923-11-18,""Montevideo, Uruguay"",Argentina,Brazil,2,1,Copa América"
"1923-11-22,""Montevideo, Uruguay"",Brazil,Paraguay,2,0,Friendly"
"1923-11-25,""Montevideo, Uruguay"",Uruguay,Chile,2,1,Friendly"
"1923-11-25,""Montevideo, Uruguay"",Uruguay,Brazil,2,1,Copa América"
"1923-11-25,""Amsterdam, Netherlands"",Netherlands,Switzerland,4,1,Friendly"
"1923-12-02,""Montevideo, Uruguay"",Uruguay,Argentina,2,0,Copa América"
"1923-12-02,""Buenos Aires, Argentina"",Argentina,Brazil,0,2,Friendly"
"1923-12-09,""Mexico City, Mexico"",Mexico,Guatemala,2,1,Friendly"
"1923-12-09,""Buenos Aires, Argentina"",Argentina,Brazil,2,0,Copa Roca"
"1923-12-12,""Mexico City, Mexico"",Mexico,Guatemala,2,0,Friendly"
"1923-12-16,""Seville, Spain"",Spain,Portugal,3,0,Friendly"
"1923-12-16,""Mexico City, Mexico"",Mexico,Guatemala,3,3,Friendly"
"1924-01-13,""Nuremberg, Germany"",Germany,Austria,4,3,Friendly"
"1924-01-13,""Montrouge, France"",France,Belgium,2,0,Friendly"
"1924-01-20,""Genoa, Italy"",Italy,Austria,0,4,Friendly"
"1924-02-10,""Zagreb, Yugoslavia"",Yugoslavia,Austria,1,4,Friendly"
"1924-03-09,""Milan, Italy"",Italy,Spain,0,0,Friendly"
"1924-03-23,""Geneva, Switzerland"",Switzerland,France,3,0,Friendly"
"1924-03-23,""Amsterdam, Netherlands"",Netherlands,Belgium,1,1,Friendly"
"1924-04-06,""Budapest, Hungary"",Hungary,Italy,7,1,Friendly"
"1924-04-21,""Basel, Switzerland"",Switzerland,Denmark,2,0,Friendly"
"1924-04-21,""Amsterdam, Netherlands"",Netherlands,Germany,0,1,Friendly"
"1924-04-27,""Antwerp, Belgium"",Belgium,Netherlands,1,1,Friendly"
"1924-05-04,""Budapest, Hungary"",Hungary,Austria,2,2,Friendly"
"1924-05-15,""Asunción, Paraguay"",Paraguay,Argentina,1,3,Copa Chevallier Boutell"
"1924-05-17,""Vincennes, France"",France,England,1,3,Friendly"
"1924-05-18,""Stockholm, Sweden"",Sweden,Poland,5,1,Friendly"
"1924-05-18,""Zürich, Switzerland"",Switzerland,Hungary,4,2,Friendly"
"1924-05-18,""Asunción, Paraguay"",Paraguay,Argentina,2,1,Copa Chevallier Boutell"
"1924-05-20,""Vienna, Austria"",Austria,Romania,4,1,Friendly"
"1924-05-21,""Vienna, Austria"",Austria,Bulgaria,6,0,Friendly"
"1924-05-25,""Montevideo, Uruguay"",Uruguay,Argentina,2,0,Copa Lipton"
"1924-05-25,""Buenos Aires, Argentina"",Argentina,Uruguay,4,0,Copa Newton"
"1924-06-04,""Le Havre, France"",France,Hungary,0,1,Friendly"
"1924-06-07,""Brisbane, Australia"",Australia,Canada,3,2,Friendly"
"1924-06-14,""Sydney, Australia"",Australia,Canada,0,1,Friendly"
"1924-06-15,""Copenhagen, Denmark"",Denmark,Sweden,2,3,Nordic Championship"
"1924-06-15,""Kristiania, Norway"",Norway,Germany,0,2,Friendly"
"1924-06-17,""Helsinki, Finland"",Finland,Turkey,2,4,Friendly"
"1924-06-19,""Tallinn, Estonia"",Estonia,Turkey,1,4,Friendly"
"1924-06-22,""Vienna, Austria"",Austria,Egypt,3,1,Friendly"
"1924-06-22,""Riga, Latvia"",Latvia,Turkey,1,3,Friendly"
"1924-06-23,""Sydney, Australia"",Australia,Canada,4,1,Friendly"
"1924-06-28,""Newcastle, Australia"",Australia,Canada,0,0,Friendly"
"1924-06-29,""Stockholm, Sweden"",Sweden,Egypt,5,0,Friendly"
"1924-06-29,""Łódź, Poland"",Poland,Turkey,2,0,Friendly"
"1924-07-12,""Adelaide, Australia"",Australia,Canada,1,4,Friendly"
"1924-07-25,""Stockholm, Sweden"",Sweden,Estonia,5,2,Friendly"
"1924-07-26,""Sydney, Australia"",Australia,Canada,1,0,Friendly"
"1924-07-28,""Helsinki, Finland"",Finland,Sweden,5,7,Friendly"
"1924-08-10,""Warsaw, Poland"",Poland,Finland,1,0,Friendly"
"1924-08-14,""Riga, Latvia"",Latvia,Finland,0,2,Friendly"
"1924-08-23,""Helsinki, Finland"",Finland,Norway,2,0,Friendly"
"1924-08-24,""Tallinn, Estonia"",Estonia,Lithuania,1,2,Friendly"
"1924-08-31,""Berlin, Germany"",Germany,Sweden,1,4,Friendly"
"1924-08-31,""Budapest, Hungary"",Hungary,Poland,4,0,Friendly"
"1924-09-14,""Vienna, Austria"",Austria,Hungary,2,1,Friendly"
"1924-09-14,""Kristiania, Norway"",Norway,Denmark,1,3,Nordic Championship"
"1924-09-14,""Helsinki, Finland"",Finland,Estonia,4,0,Friendly"
"1924-09-21,""Solna, Sweden"",Sweden,Norway,6,1,Nordic Championship"
"1924-09-21,""Budapest, Hungary"",Hungary,Germany,4,1,Friendly"
"1924-09-21,""Montevideo, Uruguay"",Uruguay,Argentina,1,1,Friendly"
"1924-10-02,""Buenos Aires, Argentina"",Argentina,Uruguay,2,1,Friendly"
"1924-10-05,""Copenhagen, Denmark"",Denmark,Belgium,2,1,Friendly"
"1924-10-18,""Riga, Latvia"",Latvia,Estonia,2,0,Friendly"
"1924-10-19,""Montevideo, Uruguay"",Uruguay,Chile,5,0,Copa América"
"1924-10-22,""Liverpool, England"",England,Northern Ireland,3,1,British Championship"
"1924-10-25,""Montevideo, Uruguay"",Argentina,Chile,2,0,Copa América"
"1924-10-26,""Montevideo, Uruguay"",Uruguay,Paraguay,3,1,Copa América"
"1924-11-02,""Montevideo, Uruguay"",Uruguay,Argentina,0,0,Copa América"
"1924-11-02,""Amsterdam, Netherlands"",Netherlands,South Africa,2,1,Friendly"
